t,ax,ay,az,wx,wy,wz
87.33698899,-10.68110069,-24.83959879,-72.66662469,39.89347258,0.55201908,-0.06592382
87.34818828,-9.49512515,-25.36669903,-71.75884095,39.89347258,0.60699695,-0.03782402
87.35938758,-8.30182877,-24.82495712,-71.86865350,39.89347258,0.45183718,-0.21619667
87.37060302,-7.51117841,-25.62292831,-75.55103434,39.89347258,0.43228950,0.11000536
87.38181847,-10.75430905,-25.84255341,-73.72814601,39.89347258,0.58256234,0.16376151
87.39303392,-7.73080351,-25.54239911,-74.47487135,39.89347258,0.53002793,-0.13189727
87.40424937,-11.93296376,-25.93040345,-72.62269967,39.89347258,0.43473296,0.00982347
87.41543591,-8.59466224,-27.10905815,-73.68422099,39.89347258,0.42984604,0.07701864
87.42662245,-8.82160818,-24.07823178,-73.01070401,39.89347258,0.61921426,-0.50085987
87.43780899,-7.48189507,-24.08555261,-76.34168470,39.89347258,0.60944042,-0.00972422
87.44899553,-8.27254543,-24.37838608,-74.64325059,39.89347258,0.57156677,0.22118284
87.46018898,-9.24621670,-25.88647843,-75.53639266,39.89347258,0.68152251,0.05502749
87.47138244,-5.76149845,-24.51016114,-71.95650354,39.89347258,0.60088830,-0.04515441
87.48257589,-10.82751742,-25.54239911,-74.98000908,39.89347258,0.60944042,0.05502749
87.49376935,-10.15400045,-24.29053604,-73.81599605,39.89347258,0.56179293,0.33236031
87.50496864,-10.28577551,-24.53944449,-75.44122179,39.89347258,0.47016314,-0.20397937
87.51616794,-9.36335009,-26.39893700,-73.86724190,39.89347258,0.48604564,-0.11967996
87.52736723,-9.47316264,-25.36669903,-75.89511366,39.89347258,0.41640700,-0.24551820
87.53856653,-10.24185049,-25.97432847,-73.54512509,39.89347258,0.53980178,-0.08913670
87.54979026,-7.73080351,-25.05922389,-74.24792541,39.89347258,0.45672411,-0.17954476
87.56101400,-10.90072579,-25.60096580,-73.34014166,39.89347258,0.55690600,-0.18320995
87.57223773,-7.81865355,-25.42526572,-74.14543370,39.89347258,0.54957562,-0.08180632
87.58346146,-9.94901702,-25.86451592,-73.03266652,39.89347258,0.54957562,-0.03904575
87.59464896,-8.22862041,-27.87774600,-73.14247907,39.89347258,0.59477965,0.30792570
87.60583645,-7.56974511,-24.74442791,-72.23469533,39.89347258,0.81591287,-0.44343854
87.61702394,-9.90509200,-27.13102066,-73.88188358,39.89347258,0.54591043,-0.03782402
87.62821144,-10.04418790,-26.06217851,-73.45727505,39.89347258,0.53002793,-0.06103690
87.63941371,-11.66209280,-24.86156130,-75.29480505,39.89347258,0.42129392,0.05624922
87.65061599,-10.41022973,-22.40176018,-76.31972219,39.89347258,0.48726737,0.02692769
87.66181827,-8.06024116,-24.75906959,-72.85696645,39.89347258,0.83057363,-0.05614998
87.67302054,-8.61662475,-24.58336951,-76.54666812,39.89347258,0.64242714,0.13443997
87.68421704,-8.07488284,-26.79426218,-73.29621664,39.89347258,0.54468870,0.05014057
87.69541353,-10.40290889,-25.79130755,-73.52316258,39.89347258,0.51781063,0.24073053
87.70661002,-9.46584180,-24.83959879,-72.87892896,39.89347258,0.56667985,0.12710959
87.71780652,-7.54778260,-25.38134070,-74.91412155,39.89347258,0.52391928,0.08312729
87.72902000,-10.27113383,-25.69613668,-73.31817915,39.89347258,0.44084161,0.12344440
87.74023348,-9.86848782,-25.85719508,-74.31381294,39.89347258,0.55690600,0.23095668
87.75144696,-9.36335009,-26.79426218,-74.16739621,39.89347258,0.54957562,0.21996111
87.76266044,-9.38531260,-25.93040345,-73.34746250,39.89347258,0.58867100,0.14665728
87.77386093,-10.23452965,-25.32277401,-73.23032911,39.89347258,0.46038930,-0.07325421
87.78506142,-11.93296376,-23.69022743,-73.52316258,39.89347258,0.57523196,-0.14167111
87.79626191,-9.91973367,-24.91280716,-75.03125493,39.89347258,0.57645369,-0.08791497
87.80746239,-10.93000913,-24.70050289,-73.42067087,39.89347258,0.50192813,-0.02805018
87.81866068,-6.58875299,-24.93476967,-73.32549999,39.89347258,0.51781063,0.10878363
87.82985896,-12.02081380,-26.23055775,-72.66662469,39.89347258,0.47627179,0.16009631
87.84105724,-6.29591953,-28.68303804,-74.60664641,39.89347258,0.53858005,-0.00728076
87.85225552,-9.49512515,-25.17635728,-73.99169613,39.89347258,0.44939372,-0.09524536
87.86342978,-8.69715395,-25.42526572,-74.16739621,39.89347258,0.54713216,0.13932690
87.87460405,-9.86116698,-26.27448277,-75.60960103,39.89347258,0.47016314,-0.09646709
87.88577831,-11.11303005,-25.41794489,-73.99901696,39.89347258,0.58011888,-0.40189970
87.89695257,-10.07347124,-27.12369983,-75.96832203,39.89347258,0.55568427,-0.21741840
87.90816832,-9.50244599,-26.31108696,-73.96241278,39.89347258,0.55568427,-0.10746266
87.91938406,-9.29746256,-25.66685333,-72.67394553,39.89347258,0.56057120,-0.08913670
87.93059981,-5.99576522,-28.15593780,-71.72223676,39.89347258,0.63143156,-0.06958902
87.94181556,-6.07629443,-26.12806604,-74.10882951,39.89347258,0.50803679,-0.10135401
87.95300806,-11.07642587,-25.82791174,-74.19667955,39.89347258,0.51170198,-0.16977091
87.96420056,-8.47752885,-27.23351238,-73.14979991,39.89347258,0.50925852,0.00249308
87.97539306,-11.43514686,-25.54971995,-75.98296370,39.89347258,0.50925852,-0.12701035
87.98658556,-9.23889587,-25.19099895,-74.59932557,39.89347258,0.60821868,-0.22597052
87.99780256,-10.97393415,-24.18804433,-72.73251222,39.89347258,0.55201908,0.18697438
88.00901955,-10.04418790,-24.86156130,-75.32408840,39.89347258,0.55446254,0.13932690
88.02023655,-6.64731969,-24.68586122,-73.25229162,39.89347258,0.52269755,-0.08424978
88.03145355,-8.59466224,-23.62433990,-73.96973362,39.89347258,0.46894141,-0.50330333
88.04264426,-9.93437535,-26.40625783,-72.95213732,39.89347258,0.46649795,0.41543798
88.05383497,-11.21552176,-26.25984110,-74.92144238,39.89347258,0.47260660,-0.10501920
88.06502569,-8.41896216,-25.31545317,-72.69590804,39.89347258,0.42862430,-0.00239384
88.07621640,-10.11739626,-26.39161616,-74.59932557,39.89347258,0.42495911,-0.16488399
88.08741593,-8.89481654,-23.71218994,-74.99465075,39.89347258,0.52147582,0.25539129
88.09861547,-9.56833352,-25.98164931,-75.41925928,39.89347258,0.61921426,0.03914500
88.10981500,-9.14372499,-24.62729453,-75.96100119,39.89347258,0.56423639,-0.15022323
88.12101454,-10.35166304,-25.28616983,-74.71645896,39.89347258,0.63143156,0.00615827
88.13223678,-8.12612869,-25.65221166,-72.55681214,39.89347258,0.64609233,0.04647538
88.14345902,-8.90945822,-22.51889357,-74.31381294,39.89347258,0.57523196,0.00615827
88.15468127,-10.63717567,-26.17931190,-75.19963418,39.89347258,0.65464444,0.12955305
88.16590351,-9.98562120,-24.94941134,-73.39870836,39.89347258,0.47627179,0.27127379
88.17708075,-7.45993256,-25.46186991,-75.70477191,39.89347258,0.49093256,-0.03171537
88.18825799,-13.55086866,-23.75611496,-76.18794713,39.89347258,0.40418970,0.10634017
88.19943523,-10.82019658,-24.90548632,-73.37674585,39.89347258,0.50559332,-0.07081075
88.21061248,-8.93142073,-25.50579493,-72.87892896,39.89347258,0.63265329,-0.15633188
88.22181147,-9.96365869,-27.62883756,-72.40307457,39.89347258,0.66564002,-0.01338941
88.23301047,-11.55228025,-23.76343580,-74.77502565,39.89347258,0.62898810,0.24928264
88.24420947,-7.73812435,-25.53507827,-72.93017481,39.89347258,0.57645369,0.14543555
88.25540847,-7.82597439,-24.44427361,-73.69154182,39.89347258,0.63998368,-0.15755361
88.26660746,-9.04855411,-26.71373297,-71.13656983,39.89347258,0.57278850,0.16009631
88.27780646,-9.78063778,-27.09441648,-72.67394553,39.89347258,0.55079735,-0.19176206
88.28900546,-9.72207109,-27.12369983,-73.03266652,39.89347258,0.39441585,-0.03782402
88.30020446,-10.65181734,-28.02416274,-73.12783740,39.89347258,0.53369313,0.18941785
88.31146318,-7.48189507,-26.60392042,-73.85260023,39.89347258,0.84523440,-0.31149165
88.32272190,-11.88171790,-25.06654473,-73.48655840,39.89347258,0.62043599,-0.00605903
88.33398062,-8.82160818,-24.35642357,-72.50556629,39.89347258,0.53369313,0.07335345
88.34523934,-8.28718710,-23.82932333,-76.07813458,39.89347258,0.56912331,-0.32859588
88.35639864,-8.84357069,-25.65221166,-74.23328374,39.89347258,0.58744927,-0.00239384
88.36755794,-7.84793690,-25.59364497,-71.71491593,39.89347258,0.61188388,0.13077478
88.37871724,-11.08374670,-25.63756998,-74.73842147,39.89347258,0.58500581,0.18086573
88.38987654,-8.78500399,-26.36233281,-72.15416613,39.89347258,0.51903236,-0.30049608
88.40105176,-7.78937021,-25.90112010,-74.82627151,39.89347258,0.53858005,-0.02560672
88.41222697,-10.64449650,-26.35501198,-73.34014166,39.89347258,0.51048025,0.26760860
88.42340219,-11.20088009,-26.56731624,-74.86287569,39.89347258,0.51414544,-0.22352706
88.43457741,-8.00167447,-26.53071206,-73.30353748,39.89347258,0.56179293,-0.05614998
88.44577390,-7.78204937,-24.90548632,-72.92285398,39.89347258,0.63387502,0.13932690
88.45697039,-9.45120013,-24.26125269,-72.94481648,39.89347258,0.63998368,-0.12334516
88.46816689,-11.48639272,-25.38866154,-75.07517995,39.89347258,0.63509676,0.00493654
88.47936338,-8.57269973,-25.99629098,-71.70759509,39.89347258,0.48604564,-0.20886629
88.49056041,-7.43064921,-25.20564062,-72.89357063,39.89347258,0.47505006,0.00249308
88.50175744,-9.65618356,-25.26420732,-71.91257852,39.89347258,0.48604564,0.00371481
88.51295447,-6.75713224,-26.36233281,-75.76333860,39.89347258,0.43961988,-0.14167111
88.52415150,-9.32674591,-27.81917931,-71.69295342,39.89347258,0.51536717,0.16009631
88.53535300,-11.23748427,-23.63898158,-74.37237963,39.89347258,0.54835389,-0.10868439
88.54655451,-9.48048348,-24.21732767,-74.46755051,39.89347258,0.55201908,0.09290114
88.55775601,-11.04714252,-27.09441648,-73.09855405,39.89347258,0.56790158,-0.02194153
88.56895751,-10.64449650,-27.57027086,-72.96677899,39.89347258,0.63876195,-0.29438742
88.58016473,-6.61071550,-25.30081150,-73.03998736,39.89347258,0.61066215,-0.02071980
88.59137195,-10.36630471,-25.98897014,-72.87892896,39.89347258,0.56301466,0.04036673
88.60257918,-7.95774945,-25.79862839,-72.22737449,39.89347258,0.57034504,0.31525608
88.61378640,-11.73530117,-26.50874955,-72.98142067,39.89347258,0.54102351,0.12466613
88.62497967,-10.52004228,-26.73569548,-72.43967876,39.89347258,0.52147582,0.12222267
88.63617295,-10.11007543,-26.54535373,-73.71350433,39.89347258,0.48971083,-0.17587957
88.64736623,-9.59029603,-24.72978624,-73.94045027,39.89347258,0.52269755,0.23828706
88.65855950,-8.92409989,-25.35937819,-72.08095776,39.89347258,0.52025409,-0.21008802
88.66978371,-8.19201622,-26.91139556,-73.97705445,39.89347258,0.56790158,0.03059288
88.68100792,-8.80696650,-24.51748198,-70.56554457,39.89347258,0.57767542,0.10145325
88.69223213,-12.45274316,-22.90689791,-71.82472848,39.89347258,0.57156677,-0.14533630
88.70345634,-7.16709909,-25.35205736,-72.45432043,39.89347258,0.57401023,-0.20397937
88.71465540,-10.41755057,-23.59505656,-73.48655840,39.89347258,0.57767542,0.19796996
88.72585446,-8.59466224,-25.46186991,-74.37237963,39.89347258,0.45672411,-0.01216768
88.73705351,-10.16864212,-26.89675389,-73.79403354,39.89347258,0.55079735,0.03059288
88.74825257,-10.36630471,-24.97869469,-73.18640409,39.89347258,0.62287945,0.10267498
88.75943202,-10.12471710,-26.79426218,-71.75884095,39.89347258,0.55934947,0.02081904
88.77061146,-13.36784774,-27.57027086,-73.47191672,39.89347258,0.54835389,0.00249308
88.78179091,-9.21693336,-23.97574006,-73.22300828,39.89347258,0.47138487,-0.19664898
88.79297036,-9.96365869,-26.07682018,-74.05026282,39.89347258,0.51781063,-0.02316326
88.80418187,-10.24917132,-24.66389871,-74.79698816,39.89347258,0.51781063,-0.26384416
88.81539339,-9.50976682,-25.00797803,-73.40602919,39.89347258,0.56667985,0.00982347
88.82660490,-10.13935877,-27.35064576,-71.37815744,39.89347258,0.58134061,0.18208746
88.83781642,-8.13344953,-25.17635728,-74.82627151,39.89347258,0.47382833,-0.41045182
88.84902668,-11.05446336,-24.29785688,-74.37970047,39.89347258,0.43961988,-0.23818782
88.86023694,-8.61662475,-26.14270771,-73.85992107,39.89347258,0.56667985,-0.20642283
88.87144721,-9.78063778,-24.73710708,-75.44122179,39.89347258,0.48238045,0.41299452
88.88265747,-8.41164132,-26.80890385,-72.61537884,39.89347258,0.66075310,0.00982347
88.89383745,-10.46147559,-24.59069034,-73.74278768,39.89347258,0.57767542,-0.24551820
88.90501744,-8.87285403,-24.17340265,-71.97114521,39.89347258,0.56667985,-0.11967996
88.91619742,-10.15400045,-25.54239911,-72.55681214,39.89347258,0.83668228,-0.29438742
88.92737740,-11.22284260,-24.47355696,-70.98283226,39.89347258,0.41518527,-0.00361557
88.93859643,-11.66941364,-25.05922389,-73.09855405,39.89347258,0.52880620,-0.03904575
88.94981545,-10.40290889,-23.23633556,-72.84232477,39.89347258,0.51048025,0.04036673
88.96103448,-8.47020802,-25.23492397,-74.53343804,39.89347258,0.53124966,-0.01827634
88.97225350,-9.51708766,-25.25688648,-73.01802485,39.89347258,0.68640944,0.27982590
88.98344076,-10.54932563,-26.01825349,-75.05321744,39.89347258,0.55812774,0.12588786
88.99462801,-11.10570921,-24.32714022,-74.28452959,39.89347258,0.63998368,-0.00239384
89.00581527,-7.38672419,-26.15002855,-73.61101262,39.89347258,0.61310561,-0.00239384
89.01700252,-10.35898387,-25.78398672,-73.94777111,39.89347258,0.49459775,0.00860174
89.02822477,-10.46879642,-23.65362325,-75.11178414,39.89347258,0.54957562,0.07090999
89.03944701,-9.78795862,-27.24083321,-72.83500394,39.89347258,0.51048025,-0.30171781
89.05066925,-9.35602925,-25.61560748,-72.19809115,39.89347258,0.44328507,-0.27239627
89.06189150,-11.56692192,-23.22169389,-75.19231334,39.89347258,0.46894141,0.04525365
89.07308322,-9.68546690,-25.00065720,-73.92580860,39.89347258,0.56545812,0.25661302
89.08427495,-10.89340495,-24.29785688,-73.81599605,39.89347258,0.54468870,-0.17710130
89.09546667,-8.91677905,-25.02261971,-71.50261166,39.89347258,0.43106777,-0.10013228
89.10665840,-7.56242427,-25.43990740,-75.05321744,39.89347258,0.60944042,-0.06348036
89.11783916,-9.75867527,-26.51607038,-73.77939186,39.89347258,0.59233619,0.04403192
89.12901992,-10.92268830,-25.44722823,-76.31240135,39.89347258,0.54346697,0.00738000
89.14020067,-11.20820093,-25.64489082,-72.41039541,39.89347258,0.56179293,-0.00850249
89.15138143,-11.84511372,-27.20422903,-73.88188358,39.89347258,0.56667985,-0.00483730
89.16257817,-10.54932563,-25.82791174,-72.87160812,39.89347258,0.60699695,-0.05126306
89.17377490,-9.47316264,-26.84550803,-73.22300828,39.89347258,0.41029835,-0.05614998
89.18497163,-9.04855411,-25.38866154,-73.75742935,39.89347258,0.57401023,0.11611402
89.19616836,-6.83034060,-28.19986282,-73.59637095,39.89347258,0.57156677,0.01715385
89.20736837,-12.24775973,-26.36233281,-75.54371350,39.89347258,0.57401023,0.25416956
89.21856838,-8.55805806,-24.78835293,-75.27284254,39.89347258,0.57034504,-0.00361557
89.22976840,-9.27550005,-25.35937819,-74.31381294,39.89347258,0.56423639,-0.02316326
89.24096841,-9.17300834,-25.11046975,-74.05026282,39.89347258,0.59722311,-0.05248479
89.25217140,-9.59029603,-24.88352381,-73.75010852,39.89347258,0.46527622,-0.43488643
89.26337439,-11.48639272,-25.27884899,-73.32549999,39.89347258,0.55079735,-0.12212343
89.27457738,-10.44683391,-24.39302775,-73.90384609,39.89347258,0.50437159,-0.14044938
89.28578037,-12.75289746,-22.80440620,-73.17176242,39.89347258,0.51170198,0.23340014
89.29697788,-11.38390101,-24.83227795,-74.74574230,39.89347258,0.52514101,-0.02438499
89.30817538,-7.55510343,-26.82354552,-73.60369178,39.89347258,0.48360218,-0.16488399
89.31937289,-9.71475025,-27.92167102,-73.31085832,39.89347258,0.57523196,-0.01094595
89.33057040,-10.13203794,-24.83227795,-71.94186186,39.89347258,0.52880620,-0.19909245
89.34177440,-10.87876328,-26.06949935,-73.45727505,39.89347258,0.54468870,0.01104520
89.35297841,-8.74839981,-27.33600409,-73.16444158,39.89347258,0.54102351,0.01837558
89.36418241,-9.83920447,-24.79567377,-72.67394553,39.89347258,0.48115872,0.00982347
89.37538642,-12.38685563,-24.48819863,-71.42208246,39.89347258,0.24047781,-0.28950050
89.38660443,-6.61803634,-27.50438333,-70.91694473,39.89347258,0.50192813,-0.02071980
89.39782244,-10.10275459,-28.05344608,-71.67831174,39.89347258,0.57645369,0.01959731
89.40904045,-10.80555491,-26.10610353,-74.65789226,39.89347258,0.53369313,0.26027821
89.42025846,-9.00462909,-26.09146186,-74.43826716,39.89347258,0.60211003,-0.15022323
89.43146145,-9.43655846,-25.79862839,-73.77207103,39.89347258,0.45428064,-0.20153591
89.44266444,-10.60789232,-24.51016114,-75.79262195,39.89347258,0.49704121,0.14665728
89.45386744,-7.41600754,-24.44427361,-74.06490449,39.89347258,0.54957562,-0.12090170
89.46507043,-7.60634929,-26.88943305,-74.89947987,39.89347258,0.52269755,-0.12090170
89.47624516,-9.29746256,-24.43695277,-72.56413298,39.89347258,0.44084161,-0.16854918
89.48741990,-9.70010858,-25.62292831,-73.41335003,39.89347258,0.39563758,-0.09524536
89.49859464,-10.34434220,-24.70050289,-75.33140924,39.89347258,0.65586617,-0.03660229
89.50976938,-9.76599611,-25.26420732,-73.85260023,39.89347258,0.50803679,0.24439572
89.52099538,-11.47175105,-24.92744883,-72.00774939,39.89347258,0.49704121,0.01348866
89.53222138,-9.76599611,-25.82791174,-73.53048342,39.89347258,0.58500581,0.07946210
89.54344738,-11.80850953,-24.93476967,-74.03562115,39.89347258,0.47260660,-0.07325421
89.55467337,-9.38531260,-25.93772429,-72.70322888,39.89347258,0.46405449,0.14543555
89.56587237,-9.58297519,-25.91576178,-74.59932557,39.89347258,0.52514101,0.06480134
89.57707137,-11.47175105,-25.87915759,-73.39138752,39.89347258,0.58622754,-0.02194153
89.58827037,-10.13203794,-25.33009485,-72.79839975,39.89347258,0.48482391,-0.25651378
89.59946936,-7.19638244,-26.63320377,-73.61833346,39.89347258,0.58500581,0.16009631
89.61064541,-11.20820093,-24.63461536,-73.47191672,39.89347258,0.44572853,-0.02071980
89.62182146,-4.97816893,-25.82059090,-72.87160812,39.89347258,0.63020983,-0.16854918
89.63299751,-10.50540061,-26.17931190,-72.93749565,39.89347258,0.47993698,-0.40923009
89.64417356,-14.78809005,-25.95236596,-74.19667955,39.89347258,0.55690600,0.05747095
89.65537328,-9.39995427,-25.79130755,-73.44263338,39.89347258,0.54713216,-0.16610572
89.66657299,-9.99294204,-25.84255341,-72.87892896,39.89347258,0.53247140,0.21873938
89.67777270,-10.21256714,-26.05485767,-72.08827860,39.89347258,0.55079735,-0.18076649
89.68897241,-6.97675734,-25.82059090,-73.25229162,39.89347258,0.53735832,0.07824037
89.70018965,-11.20820093,-25.49847409,-72.51288712,39.89347258,0.50681506,0.01471039
89.71140689,-11.38390101,-24.70050289,-74.63592975,39.89347258,0.49459775,0.07579691
89.72262412,-12.61380157,-26.04021600,-74.32113378,39.89347258,0.46771968,-0.14289284
89.73384136,-9.12908332,-27.69472509,-74.38702131,39.89347258,0.53858005,-0.20153591
89.74504441,-7.95774945,-29.29798832,-71.40744079,39.89347258,0.54591043,-0.00605903
89.75624746,-11.04714252,-25.84987425,-73.94045027,39.89347258,0.46283276,-0.10013228
89.76745051,-10.19792547,-24.75906959,-74.21864206,39.89347258,0.59844484,0.11733575
89.77865356,-9.95633786,-26.17931190,-74.37237963,39.89347258,0.58744927,0.13077478
89.78983456,-10.29309634,-24.32714022,-73.75742935,39.89347258,0.53002793,0.13443997
89.80101556,-9.84652531,-26.17931190,-74.57736306,39.89347258,0.48238045,0.32136474
89.81219655,-8.98266658,-24.18072349,-71.82472848,39.89347258,0.51292371,0.08679249
89.82337755,-10.12471710,-25.71077835,-72.69590804,39.89347258,0.57523196,0.18697438
89.83457953,-8.59466224,-24.85424046,-73.35478334,39.89347258,0.56179293,-0.05981517
89.84578151,-8.71911646,-25.36669903,-75.00929242,39.89347258,0.53858005,-0.28461358
89.85698348,-9.31210423,-28.11201278,-72.62269967,39.89347258,0.46405449,-0.10501920
89.86818546,-12.26972224,-24.13679847,-75.96832203,39.89347258,0.53491486,-0.04026748
89.87938899,-10.66645901,-25.37401987,-73.83063772,39.89347258,0.56179293,-0.18198822
89.89059252,-10.08079208,-25.96700763,-74.44558800,39.89347258,0.57401023,0.04158846
89.90179604,-9.45120013,-26.88211222,-72.56413298,39.89347258,0.58378408,-0.01583287
89.91299957,-7.84061606,-24.02698592,-75.48514681,39.89347258,0.56301466,-0.23940955
89.92419606,-9.99294204,-26.54535373,-73.05462903,39.89347258,0.39197239,0.03181461
89.93539256,-8.28718710,-25.76934504,-71.94186186,39.89347258,0.50925852,-0.09646709
89.94658905,-11.01785917,-24.75906959,-74.07222533,39.89347258,0.42495911,-0.21619667
89.95778555,-10.71038403,-25.86451592,-72.53484963,39.89347258,0.47871525,-0.11723650
89.96900725,-8.82892901,-25.60828664,-75.53639266,39.89347258,0.55568427,0.05380576
89.98022896,-14.18778145,-24.10019429,-73.38406668,39.89347258,0.59844484,0.03181461
89.99145067,-11.27408846,-23.55845237,-76.72236820,39.89347258,0.46527622,0.09778806
90.00267237,-11.00321750,-25.56436162,-72.81304143,39.89347258,0.54346697,0.10145325
90.01387316,-9.65618356,-26.12074520,-72.11024111,39.89347258,0.60088830,-0.12334516
90.02507395,-13.09697679,-26.08414102,-73.64761680,39.89347258,0.52758447,-0.22352706
90.03627473,-8.33111212,-26.20859524,-72.92285398,39.89347258,0.63631849,-0.01094595
90.04747552,-11.77922619,-27.10905815,-75.13374665,39.89347258,0.63509676,0.03181461
90.05867302,-9.01194993,-28.19254198,-73.11319573,39.89347258,0.49704121,-0.09035843
90.06987053,-10.12471710,-24.96405301,-73.52316258,39.89347258,0.58744927,-0.19787072
90.08106804,-11.74994284,-28.13397529,-74.78234649,39.89347258,0.56790158,-0.12090170
90.09226555,-10.32237969,-26.36965365,-72.35914955,39.89347258,0.48360218,0.09656633
90.10344404,-9.76599611,-25.30081150,-74.03562115,39.89347258,0.60821868,0.00004962
90.11462253,-9.76599611,-26.58927875,-75.24355920,39.89347258,0.24536473,0.20407861
90.12580103,-10.37362555,-25.16171560,-74.98732991,39.89347258,0.57523196,-0.23207917
90.13697952,-7.94310778,-26.37697449,-74.89947987,39.89347258,0.48848910,-0.08913670
90.14819425,-10.47611726,-24.99333636,-74.86287569,39.89347258,0.51658890,0.21263072
90.15940899,-10.03686706,-25.21296146,-73.80135437,39.89347258,0.48971083,0.16864843
90.17062372,-12.24775973,-22.67263114,-73.84527939,39.89347258,0.44939372,0.00371481
90.18183845,-12.82610583,-25.17635728,-73.26693330,39.89347258,0.60577522,-0.44343854
90.19403869,-9.97830037,-23.41935648,-72.59341633,39.89347258,0.52391928,0.00371481
90.20623893,-11.96956794,-25.86451592,-73.96973362,39.89347258,0.51170198,-0.17587957
90.21843916,-6.06897359,-26.49410787,-72.71054971,39.89347258,0.67785732,-0.04271094
90.23063940,-7.66491598,-25.19831979,-74.03562115,39.89347258,0.51781063,0.07335345
90.24082065,-10.08811292,-25.75470337,-74.00633780,39.89347258,0.53735832,-0.07325421
90.25100189,-8.58734140,-24.40034859,-72.96677899,39.89347258,0.51536717,-0.13434073
90.26118314,-9.23889587,-25.40330321,-71.66367007,39.89347258,0.53735832,0.14787901
90.27136439,-12.29168475,-26.39161616,-73.04730820,39.89347258,0.45550238,0.20896553
90.28256965,-7.56242427,-28.31699620,-74.66521310,39.89347258,0.50070640,-0.10868439
90.29377490,-8.01631614,-27.48974166,-72.26397868,39.89347258,0.57401023,-0.11845823
90.30498016,-11.48639272,-24.10019429,-74.98732991,39.89347258,0.69251809,0.26394340
90.31618541,-9.23889587,-26.33304947,-74.46755051,39.89347258,0.60211003,0.03059288
90.32740641,-12.32096810,-24.62729453,-72.35914955,39.89347258,0.59111446,0.21751765
90.33862740,-10.72502571,-24.70050289,-73.46459589,39.89347258,0.64242714,0.29815186
90.34984839,-10.60057148,-24.10019429,-73.29621664,39.89347258,0.67541386,-0.07691940
90.36106938,-8.25790375,-26.07682018,-72.73251222,39.89347258,0.50559332,-0.03293710
90.37226868,-11.80850953,-25.23492397,-72.57877465,39.89347258,0.53002793,-0.16121880
90.38346797,-13.41177276,-25.08850724,-74.24060457,39.89347258,0.45794584,-0.08424978
90.39466727,-10.96661332,-24.83959879,-74.12347119,39.89347258,0.57156677,0.15765285
90.40586656,-12.29168475,-25.98164931,-74.43826716,39.89347258,0.54957562,-0.11723650
90.41704780,-8.30914961,-24.37106524,-74.76770481,39.89347258,0.54224524,-0.08302805
90.42822903,-12.28436392,-25.71077835,-70.78516967,39.89347258,0.59844484,-0.05981517
90.43941027,-9.32674591,-24.29785688,-72.05167441,39.89347258,0.64242714,-0.34081318
90.45059150,-9.90509200,-27.16030401,-71.91257852,39.89347258,0.61188388,-0.28461358
90.46181726,-10.10275459,-25.58632413,-73.15712075,39.89347258,0.53491486,-0.19054033
90.47304302,-13.10429762,-24.94941134,-72.89357063,39.89347258,0.60088830,-0.04026748
90.48426878,-6.04701108,-26.85282887,-72.22737449,39.89347258,0.57767542,0.27249552
90.49549454,-10.27113383,-25.43258656,-73.73546684,39.89347258,0.53491486,-0.01461114
90.50670278,-9.36335009,-25.04458222,-73.58905011,39.89347258,0.51292371,0.18819612
90.51791102,-12.26972224,-25.46919074,-73.23764995,39.89347258,0.56057120,0.21996111
90.52911925,-10.95929248,-24.88352381,-76.15866378,39.89347258,0.57889715,0.08312729
90.54032749,-9.26817921,-26.23787859,-73.18640409,39.89347258,0.44206334,-0.18809687
90.55150676,-7.94310778,-25.28616983,-72.82036226,39.89347258,0.51292371,-0.01461114
90.56268603,-11.64745113,-24.40766943,-73.63297513,39.89347258,0.48604564,-0.21008802
90.57386529,-8.00167447,-26.99192477,-72.71054971,39.89347258,0.42618084,-0.46665142
90.58504456,-11.37658017,-23.74879413,-74.41630465,39.89347258,0.51048025,0.10511844
90.59624356,-11.19355925,-25.19831979,-70.44109035,39.89347258,0.53491486,-0.16488399
90.60744256,-11.33265515,-25.06654473,-71.70027425,39.89347258,0.49215429,-0.09402362
90.61864156,-11.55960109,-25.88647843,-71.69295342,39.89347258,0.54468870,0.14299209
90.62984055,-10.41022973,-24.15144014,-74.00633780,39.89347258,0.48971083,-0.14900150
90.64104301,-7.49653674,-26.39161616,-72.59341633,39.89347258,0.65097925,-0.26384416
90.65224546,-9.01927077,-26.28912445,-74.81162983,39.89347258,0.59844484,0.19308304
90.66344792,-11.91100125,-25.09582807,-72.85696645,39.89347258,0.56545812,-0.14044938
90.67465037,-8.24326208,-26.23787859,-72.21273282,39.89347258,0.62654464,-0.12334516
90.68584216,-9.29746256,-25.41062405,-71.78080346,39.89347258,0.52514101,-0.04515441
90.69703394,-8.93142073,-27.33600409,-72.81304143,39.89347258,0.56423639,0.02081904
90.70822573,-10.49075893,-25.64489082,-73.18640409,39.89347258,0.56545812,-0.23330090
90.71941751,-10.08079208,-27.41653329,-73.04730820,39.89347258,0.50070640,-0.16854918
90.73065025,-7.65027431,-24.11483596,-74.62128808,39.89347258,0.44084161,-0.11967996
90.74188298,-10.23452965,-26.70641214,-73.92580860,39.89347258,0.51048025,0.08923595
90.75311571,-10.01490455,-25.50579493,-74.37237963,39.89347258,0.47505006,-0.18565341
